Processing file: retail.txt, Run: 1
Pattern: [741, 1328] count: 15
Pattern: [758, 7767] count: 15
Pattern: [807, 2407] count: 15
Pattern: [818, 3152] count: 15
Pattern: [830, 2202] count: 15
Pattern: [838, 3466] count: 15
Pattern: [847, 1199] count: 15
Pattern: [856, 1328] count: 15
Pattern: [860, 10906] count: 15
Pattern: [879, 1698] count: 15
Pattern: [904, 2059] count: 15
Pattern: [928, 2507] count: 15
Pattern: [957, 3775] count: 15
Pattern: [990, 1792] count: 15
Pattern: [1005, 1601] count: 15
Pattern: [1026, 2597] count: 15
Pattern: [1028, 5211] count: 15
Pattern: [1028, 2216] count: 15
Pattern: [1061, 3172] count: 15
Pattern: [1081, 1270] count: 15
Pattern: [1084, 8180] count: 15
Pattern: [1097, 2264] count: 15
Pattern: [1197, 2277] count: 15
Pattern: [1198, 2575] count: 15
Pattern: [1233, 4008] count: 15
Pattern: [1302, 1303] count: 15
Pattern: [1314, 2052] count: 15
Pattern: [1358, 3346] count: 15
Pattern: [1394, 4221] count: 15
Pattern: [1394, 2260] count: 15
Pattern: [1394, 3904] count: 15
Pattern: [1416, 1932] count: 15
Pattern: [1477, 1544] count: 15
Pattern: [1539, 8493] count: 15
Pattern: [1579, 1808] count: 15
Pattern: [1716, 4108] count: 15
Pattern: [1769, 3436] count: 15
Pattern: [1787, 1910] count: 15
Pattern: [1822, 4359] count: 15
Pattern: [1868, 4337] count: 15
Pattern: [1882, 4142] count: 15
Pattern: [1890, 9932] count: 15
Pattern: [1946, 2515] count: 15
Pattern: [1991, 2169] count: 15
Pattern: [2052, 5052] count: 15
Pattern: [2232, 2970] count: 15
Pattern: [2354, 3473] count: 15
Pattern: [2770, 2772] count: 15
Pattern: [2823, 10445] count: 15
Pattern: [2838, 4106] count: 15
Pattern: [2854, 2874] count: 15
Pattern: [3003, 3697] count: 15
Pattern: [3022, 5340] count: 15
Pattern: [3474, 3475] count: 15
Pattern: [3633, 4522] count: 15
Pattern: [3757, 4912] count: 15
Pattern: [4047, 7880] count: 15
Pattern: [4177, 4179] count: 15
Pattern: [4408, 5339] count: 15
Pattern: [4430, 4465] count: 15
Pattern: [4547, 6723] count: 15
Pattern: [5525, 6360] count: 15
Pattern: [5772, 9667] count: 15
Pattern: [6498, 7177] count: 15
Pattern: [9665, 9670] count: 15
Pattern: [10481, 10832] count: 15
Pattern: [10599, 11111] count: 15
Pattern: [11296, 11693] count: 15
Pattern: [11672, 11676] count: 15
Pattern: [12944, 15619] count: 15
Pattern: [15619, 16218] count: 15
Pattern: [10, 118] count: 14
Pattern: [10, 1199] count: 14
Pattern: [11, 1278] count: 14
Pattern: [12, 794] count: 14
Pattern: [13, 20] count: 14
Pattern: [13, 385] count: 14
Pattern: [16, 4547] count: 14
Pattern: [19, 2076] count: 14
Pattern: [20, 476] count: 14
Pattern: [23, 439] count: 14
Pattern: [31, 1689] count: 14
Pattern: [32, 4337] count: 14
Pattern: [32, 272] count: 14
Pattern: [33, 261] count: 14
Pattern: [33, 287] count: 14
Pattern: [33, 773] count: 14
Pattern: [33, 1044] count: 14
Pattern: [40, 84] count: 14
Pattern: [40, 97] count: 14
Pattern: [40, 228] count: 14
Pattern: [40, 421] count: 14
Pattern: [40, 786] count: 14
Pattern: [40, 12960] count: 14
Pattern: [42, 162] count: 14
Pattern: [42, 498] count: 14
Pattern: [42, 665] count: 14
Pattern: [42, 704] count: 14
Pattern: [42, 10447] count: 14
Pattern: [46, 102] count: 14
Pattern: [46, 3574] count: 14
Pattern: [49, 372] count: 14
Pattern: [49, 545] count: 14
Pattern: [49, 769] count: 14
Pattern: [49, 813] count: 14
Pattern: [49, 2047] count: 14
Pattern: [49, 10445] count: 14
Pattern: [49, 2352] count: 14
Pattern: [49, 2400] count: 14
Pattern: [50, 813] count: 14
Pattern: [50, 1873] count: 14
Pattern: [54, 2192] count: 14
Pattern: [59, 7069] count: 14
Pattern: [61, 433] count: 14
Pattern: [66, 111] count: 14
Pattern: [66, 366] count: 14
Pattern: [76, 1843] count: 14
Pattern: [77, 90] count: 14
Pattern: [77, 490] count: 14
Pattern: [77, 2959] count: 14
Pattern: [79, 238] count: 14
Pattern: [79, 2119] count: 14
Pattern: [80, 534] count: 14
Pattern: [90, 171] count: 14
Pattern: [90, 13033] count: 14
Pattern: [102, 259] count: 14
Pattern: [124, 157] count: 14
Pattern: [124, 2200] count: 14
Pattern: [148, 262] count: 14
Pattern: [151, 202] count: 14
Pattern: [157, 4651] count: 14
Pattern: [162, 256] count: 14
Pattern: [171, 238] count: 14
Pattern: [186, 187] count: 14
Pattern: [186, 375] count: 14
Pattern: [186, 1394] count: 14
Pattern: [200, 4975] count: 14
Pattern: [201, 2057] count: 14
Pattern: [202, 1147] count: 14
Pattern: [207, 427] count: 14
Pattern: [209, 790] count: 14
Pattern: [210, 311] count: 14
Pattern: [210, 433] count: 14
Pattern: [214, 590] count: 14
Pattern: [216, 550] count: 14
Pattern: [221, 1815] count: 14
Pattern: [226, 414] count: 14
Pattern: [226, 678] count: 14
Pattern: [230, 623] count: 14
Pattern: [230, 1136] count: 14
Pattern: [234, 5999] count: 14
Pattern: [237, 2469] count: 14
Pattern: [238, 682] count: 14
Pattern: [243, 765] count: 14
Pattern: [256, 1136] count: 14
Pattern: [259, 390] count: 14
Pattern: [259, 1868] count: 14
Pattern: [259, 2384] count: 14
Pattern: [260, 450] count: 14
Pattern: [268, 1784] count: 14
Pattern: [270, 4208] count: 14
Pattern: [271, 11255] count: 14
Pattern: [272, 1147] count: 14
Pattern: [273, 2600] count: 14
Pattern: [298, 1487] count: 14
Pattern: [302, 10494] count: 14
Pattern: [309, 310] count: 14
Pattern: [339, 15833] count: 14
Pattern: [343, 927] count: 14
Pattern: [345, 555] count: 14
Pattern: [346, 2268] count: 14
Pattern: [380, 571] count: 14
Pattern: [399, 1898] count: 14
Pattern: [400, 2853] count: 14
Pattern: [402, 10454] count: 14
Pattern: [406, 4227] count: 14
Pattern: [410, 4208] count: 14
Pattern: [413, 15833] count: 14
Pattern: [426, 12492] count: 14
Pattern: [461, 878] count: 14
Pattern: [480, 14099] count: 14
Pattern: [481, 1060] count: 14
Pattern: [484, 3532] count: 14
Pattern: [534, 654] count: 14
Pattern: [535, 4238] count: 14
Pattern: [535, 3271] count: 14
Pattern: [545, 705] count: 14
Pattern: [545, 1487] count: 14
Pattern: [549, 12678] count: 14
Pattern: [549, 2012] count: 14
Pattern: [571, 704] count: 14
Pattern: [590, 2165] count: 14
Pattern: [624, 6267] count: 14
Pattern: [640, 2114] count: 14
Pattern: [644, 806] count: 14
Pattern: [650, 13042] count: 14
Pattern: [665, 13190] count: 14
Pattern: [676, 813] count: 14
Pattern: [686, 1358] count: 14
Pattern: [688, 7541] count: 14
Pattern: [698, 2098] count: 14
Pattern: [704, 1082] count: 14
Pattern: [721, 3405] count: 14
Pattern: [732, 2891] count: 14
Pattern: [741, 5486] count: 14
Pattern: [750, 1716] count: 14
Pattern: [756, 2070] count: 14
Pattern: [767, 1705] count: 14
Pattern: [768, 1818] count: 14
Pattern: [771, 3293] count: 14
Pattern: [773, 1005] count: 14
Pattern: [794, 10654] count: 14
Pattern: [825, 1426] count: 14
Pattern: [831, 2465] count: 14
Pattern: [838, 1081] count: 14
Pattern: [847, 1660] count: 14
Pattern: [866, 2016] count: 14
Pattern: [866, 3271] count: 14
Pattern: [912, 2630] count: 14
Pattern: [914, 15833] count: 14
Pattern: [941, 3318] count: 14
Pattern: [945, 4553] count: 14
Pattern: [948, 1114] count: 14
Pattern: [969, 10449] count: 14
Pattern: [974, 7285] count: 14
Pattern: [979, 1199] count: 14
Pattern: [983, 2116] count: 14
Pattern: [986, 991] count: 14
Pattern: [992, 2344] count: 14
Pattern: [1004, 2844] count: 14
Pattern: [1068, 2438] count: 14
Pattern: [1069, 1881] count: 14
Pattern: [1086, 3751] count: 14
Pattern: [1282, 1544] count: 14
Pattern: [1314, 2119] count: 14
Pattern: [1345, 3103] count: 14
Pattern: [1363, 6203] count: 14
Pattern: [1391, 1548] count: 14
Pattern: [1436, 10492] count: 14
Pattern: [1482, 1965] count: 14
Pattern: [1514, 4557] count: 14
Pattern: [1591, 2806] count: 14
Pattern: [1770, 3926] count: 14
Pattern: [1782, 2626] count: 14
Pattern: [1856, 3867] count: 14
Pattern: [2047, 5249] count: 14
Pattern: [2185, 5170] count: 14
Pattern: [2270, 3663] count: 14
Pattern: [2298, 4257] count: 14
Pattern: [2521, 5926] count: 14
Pattern: [2538, 2634] count: 14
Pattern: [2575, 5606] count: 14
Pattern: [2856, 8194] count: 14
Pattern: [2883, 11781] count: 14
Pattern: [2995, 3978] count: 14
Pattern: [3075, 3665] count: 14
Pattern: [3079, 3995] count: 14
Pattern: [3132, 3850] count: 14
Pattern: [3144, 3145] count: 14
Pattern: [3222, 3271] count: 14
Pattern: [3261, 6518] count: 14
Pattern: [3271, 4631] count: 14
Pattern: [3292, 3775] count: 14
Pattern: [3321, 5860] count: 14
Pattern: [3495, 5503] count: 14
Pattern: [3760, 16218] count: 14
Pattern: [4315, 4316] count: 14
Pattern: [4317, 13183] count: 14
Pattern: [4425, 5977] count: 14
Pattern: [4434, 4487] count: 14
Pattern: [4519, 4520] count: 14
Pattern: [4892, 6603] count: 14
Pattern: [6344, 15274] count: 14
Pattern: [7907, 7908] count: 14
Pattern: [10445, 10940] count: 14
Pattern: [10657, 10940] count: 14
Pattern: [11469, 11859] count: 14
Pattern: [12926, 15833] count: 14
Pattern: [13965, 14172] count: 14
Pattern: [3, 33] count: 13
Pattern: [3, 397] count: 13
Pattern: [10, 280] count: 13
Pattern: [10, 2092] count: 13
Pattern: [10, 2136] count: 13
Pattern: [10, 14099] count: 13
Pattern: [11, 1394] count: 13
Pattern: [12, 40] count: 13
Pattern: [19, 948] count: 13
Pattern: [20, 813] count: 13
Pattern: [23, 1166] count: 13
Pattern: [23, 6697] count: 13
Pattern: [33, 339] count: 13
Pattern: [33, 857] count: 13
Pattern: [33, 1046] count: 13
Pattern: [33, 12936] count: 13
Pattern: [33, 12960] count: 13
Pattern: [37, 243] count: 13
Pattern: [37, 439] count: 13
Pattern: [37, 12926] count: 13
Pattern: [40, 81] count: 13
Pattern: [40, 352] count: 13
Pattern: [40, 366] count: 13
Pattern: [40, 8979] count: 13
Pattern: [40, 847] count: 13
Pattern: [40, 866] count: 13
Pattern: [40, 1361] count: 13
Pattern: [40, 1538] count: 13
Pattern: [40, 1586] count: 13
Pattern: [40, 1694] count: 13
Pattern: [40, 1716] count: 13
Pattern: [40, 2493] count: 13
Pattern: [42, 385] count: 13
Pattern: [42, 421] count: 13
Pattern: [42, 550] count: 13
Pattern: [42, 1594] count: 13
Pattern: [42, 1988] count: 13
Pattern: [42, 12926] count: 13
Pattern: [46, 650] count: 13
Pattern: [46, 665] count: 13
Pattern: [46, 2322] count: 13
Pattern: [49, 210] count: 13
Pattern: [49, 492] count: 13
Pattern: [49, 1957] count: 13
Pattern: [49, 2442] count: 13
Pattern: [49, 12947] count: 13
Pattern: [53, 3967] count: 13
Pattern: [54, 1617] count: 13
Pattern: [61, 341] count: 13
Pattern: [61, 480] count: 13
Pattern: [61, 4525] count: 13
Pattern: [63, 1005] count: 13
Pattern: [66, 302] count: 13
Pattern: [66, 416] count: 13
Pattern: [66, 534] count: 13
Pattern: [66, 1147] count: 13
Pattern: [66, 1394] count: 13
Pattern: [66, 2239] count: 13
Pattern: [69, 1210] count: 13
Pattern: [70, 616] count: 13
Pattern: [79, 118] count: 13
Pattern: [79, 650] count: 13
Pattern: [90, 287] count: 13
Pattern: [95, 784] count: 13
Pattern: [95, 1797] count: 13
Pattern: [97, 784] count: 13
Pattern: [102, 1418] count: 13
Pattern: [109, 137] count: 13
Pattern: [109, 2012] count: 13
Pattern: [124, 480] count: 13
Pattern: [148, 311] count: 13
Pattern: [148, 480] count: 13
Pattern: [151, 4596] count: 13
Pattern: [162, 164] count: 13
Pattern: [162, 250] count: 13
Pattern: [162, 605] count: 13
Pattern: [168, 684] count: 13
Pattern: [168, 699] count: 13
Pattern: [169, 1528] count: 13
Pattern: [176, 2239] count: 13
Pattern: [179, 226] count: 13
Pattern: [186, 238] count: 13
Pattern: [200, 3540] count: 13
Pattern: [202, 272] count: 13
Pattern: [202, 593] count: 13
Pattern: [202, 1396] count: 13
Pattern: [205, 545] count: 13
Pattern: [216, 1977] count: 13
Pattern: [216, 1987] count: 13
Pattern: [226, 791] count: 13
Pattern: [229, 244] count: 13
Pattern: [230, 10443] count: 13
Pattern: [235, 2469] count: 13
Pattern: [235, 13053] count: 13
Pattern: [238, 268] count: 13
Pattern: [238, 272] count: 13
Pattern: [249, 426] count: 13
Pattern: [249, 5039] count: 13
Pattern: [252, 465] count: 13
Pattern: [256, 257] count: 13
Pattern: [256, 408] count: 13
Pattern: [257, 674] count: 13
Pattern: [259, 1992] count: 13
Pattern: [271, 2524] count: 13
Pattern: [271, 3050] count: 13
Pattern: [272, 5729] count: 13
Pattern: [279, 1240] count: 13
Pattern: [302, 2052] count: 13
Pattern: [311, 705] count: 13
Pattern: [326, 731] count: 13
Pattern: [332, 6099] count: 13
Pattern: [333, 6099] count: 13
Pattern: [339, 948] count: 13
Pattern: [342, 439] count: 13
Pattern: [342, 2862] count: 13
Pattern: [345, 10445] count: 13
Pattern: [346, 408] count: 13
Pattern: [380, 1240] count: 13
Pattern: [390, 582] count: 13
Pattern: [390, 807] count: 13
Pattern: [406, 2988] count: 13
Pattern: [408, 2284] count: 13
Pattern: [414, 1405] count: 13
Pattern: [416, 1764] count: 13
Pattern: [421, 3271] count: 13
Pattern: [427, 1145] count: 13
Pattern: [439, 476] count: 13
Pattern: [439, 879] count: 13
Pattern: [469, 3344] count: 13
Pattern: [489, 4946] count: 13
Pattern: [490, 491] count: 13
Pattern: [502, 4643] count: 13
Pattern: [515, 3800] count: 13
Pattern: [523, 1705] count: 13
Pattern: [545, 1678] count: 13
Pattern: [548, 2438] count: 13
Pattern: [553, 4222] count: 13
Pattern: [556, 1184] count: 13
Pattern: [571, 1281] count: 13
Pattern: [572, 1091] count: 13
Pattern: [572, 3760] count: 13
Pattern: [593, 1601] count: 13
Pattern: [593, 3547] count: 13
Pattern: [597, 598] count: 13
Pattern: [597, 10075] count: 13
Pattern: [605, 676] count: 13
Pattern: [611, 2012] count: 13
Pattern: [624, 3436] count: 13
Pattern: [650, 2200] count: 13
Pattern: [651, 1982] count: 13
Pattern: [665, 12952] count: 13
Pattern: [713, 2161] count: 13
Pattern: [730, 1282] count: 13
Pattern: [790, 831] count: 13
Pattern: [796, 3312] count: 13
Pattern: [799, 1785] count: 13
Pattern: [801, 931] count: 13
Pattern: [807, 843] count: 13
Pattern: [807, 5153] count: 13
Pattern: [816, 4114] count: 13
Pattern: [825, 879] count: 13
Pattern: [825, 1987] count: 13
Pattern: [825, 2188] count: 13
Pattern: [827, 5157] count: 13
Pattern: [847, 2441] count: 13
Pattern: [920, 2570] count: 13
Pattern: [928, 2964] count: 13
Pattern: [985, 1805] count: 13
Pattern: [1001, 4412] count: 13
Pattern: [1005, 1328] count: 13
Pattern: [1005, 2216] count: 13
Pattern: [1036, 2285] count: 13
Pattern: [1041, 3885] count: 13
Pattern: [1053, 2496] count: 13
Pattern: [1057, 4354] count: 13
Pattern: [1115, 1116] count: 13
Pattern: [1122, 1234] count: 13
Pattern: [1125, 2967] count: 13
Pattern: [1144, 10075] count: 13
Pattern: [1147, 2239] count: 13
Pattern: [1186, 2081] count: 13
Pattern: [1309, 3542] count: 13
Pattern: [1322, 1884] count: 13
Pattern: [1333, 2743] count: 13
Pattern: [1345, 2226] count: 13
Pattern: [1379, 1380] count: 13
Pattern: [1388, 3405] count: 13
Pattern: [1394, 1594] count: 13
Pattern: [1436, 12947] count: 13
Pattern: [1436, 2057] count: 13
Pattern: [1436, 3271] count: 13
Pattern: [1441, 1565] count: 13
Pattern: [1460, 16218] count: 13
Pattern: [1498, 1499] count: 13
Pattern: [1637, 4298] count: 13
Pattern: [1641, 2384] count: 13
Pattern: [1739, 2421] count: 13
Pattern: [1780, 4664] count: 13
Pattern: [1783, 1813] count: 13
Pattern: [1815, 2165] count: 13
Pattern: [1873, 3048] count: 13
Pattern: [1912, 5257] count: 13
Pattern: [1952, 2285] count: 13
Pattern: [1981, 2216] count: 13
Pattern: [2066, 2168] count: 13
Pattern: [2081, 4394] count: 13
Pattern: [2081, 8986] count: 13
Pattern: [2185, 16011] count: 13
Pattern: [2215, 6496] count: 13
Pattern: [2330, 3175] count: 13
Pattern: [2344, 12947] count: 13
Pattern: [2344, 2674] count: 13
Pattern: [2376, 3800] count: 13
Pattern: [2390, 12947] count: 13
Pattern: [2496, 3873] count: 13
Pattern: [2602, 4907] count: 13
Pattern: [2607, 6796] count: 13
Pattern: [2761, 3331] count: 13
Pattern: [2777, 8593] count: 13
Pattern: [2964, 5318] count: 13
Pattern: [2967, 5113] count: 13
Pattern: [3060, 4568] count: 13
Pattern: [3319, 5860] count: 13
Pattern: [3350, 3773] count: 13
Pattern: [3511, 14387] count: 13
Pattern: [3620, 10611] count: 13
Pattern: [3674, 4881] count: 13
Pattern: [3679, 4101] count: 13
Pattern: [3694, 3736] count: 13
Pattern: [4065, 10516] count: 13
Pattern: [4185, 4910] count: 13
Pattern: [4216, 6454] count: 13
Pattern: [4337, 10492] count: 13
Pattern: [6108, 6408] count: 13
Pattern: [8004, 8162] count: 13
Pattern: [8554, 10630] count: 13
Pattern: [8960, 9012] count: 13
Pattern: [9502, 9556] count: 13
Pattern: [9633, 12037] count: 13
Pattern: [9860, 12953] count: 13
Pattern: [10966, 10967] count: 13
Pattern: [11718, 13749] count: 13
Pattern: [12509, 15407] count: 13
Pattern: [12944, 12952] count: 13
Pattern: [13113, 13114] count: 13
Pattern: [15579, 16011] count: 13
Pattern: [15619, 15833] count: 13
Pattern: [1, 1145] count: 12
Pattern: [3, 12930] count: 12
Pattern: [10, 260] count: 12
Pattern: [10, 2119] count: 12
Pattern: [11, 1601] count: 12
Pattern: [12, 719] count: 12
Pattern: [13, 825] count: 12
Pattern: [16, 1456] count: 12
Pattern: [19, 866] count: 12
Pattern: [20, 545] count: 12
Pattern: [24, 33] count: 12
Pattern: [24, 42] count: 12
Pattern: [24, 49] count: 12
Pattern: [24, 243] count: 12
Pattern: [31, 40] count: 12
Pattern: [32, 90] count: 12
Pattern: [32, 534] count: 12
Pattern: [33, 106] count: 12
Pattern: [33, 676] count: 12
Pattern: [33, 2880] count: 12
Pattern: [33, 4345] count: 12
Pattern: [33, 4651] count: 12
Pattern: [33, 13190] count: 12
Pattern: [37, 148] count: 12
Pattern: [38, 3905] count: 12
Pattern: [40, 707] count: 12
Pattern: [40, 769] count: 12
Pattern: [40, 784] count: 12
Pattern: [40, 9580] count: 12
Pattern: [40, 1967] count: 12
Pattern: [40, 10447] count: 12
Pattern: [40, 3506] count: 12
Pattern: [40, 3660] count: 12
Pattern: [40, 12982] count: 12
Pattern: [42, 157] count: 12
Pattern: [42, 380] count: 12
Pattern: [42, 8692] count: 12
Pattern: [42, 1426] count: 12
Pattern: [42, 2438] count: 12
Pattern: [46, 536] count: 12
Pattern: [49, 53] count: 12
Pattern: [49, 265] count: 12
Pattern: [49, 353] count: 12
Pattern: [49, 371] count: 12
Pattern: [49, 654] count: 12
Pattern: [49, 1240] count: 12
Pattern: [49, 1974] count: 12
Pattern: [49, 10447] count: 12
Pattern: [49, 13190] count: 12
Pattern: [50, 259] count: 12
Pattern: [53, 534] count: 12
Pattern: [56, 741] count: 12
Pattern: [66, 650] count: 12
Pattern: [66, 3195] count: 12
Pattern: [67, 2634] count: 12
Pattern: [76, 2395] count: 12
Pattern: [77, 833] count: 12
Pattern: [79, 1328] count: 12
Pattern: [81, 536] count: 12
Pattern: [81, 818] count: 12
Pattern: [81, 10654] count: 12
Pattern: [90, 335] count: 12
Pattern: [95, 2816] count: 12
Pattern: [111, 265] count: 12
Pattern: [114, 3292] count: 12
Pattern: [118, 809] count: 12
Pattern: [118, 3463] count: 12
Pattern: [130, 7675] count: 12
Pattern: [151, 624] count: 12
Pattern: [152, 153] count: 12
Pattern: [157, 957] count: 12
Pattern: [157, 2114] count: 12
Pattern: [157, 2384] count: 12
Pattern: [169, 2354] count: 12
Pattern: [171, 1147] count: 12
Pattern: [176, 4345] count: 12
Pattern: [179, 2992] count: 12
Pattern: [186, 261] count: 12
Pattern: [186, 12947] count: 12
Pattern: [187, 465] count: 12
Pattern: [187, 544] count: 12
Pattern: [198, 5772] count: 12
Pattern: [214, 1063] count: 12
Pattern: [226, 243] count: 12
Pattern: [226, 12926] count: 12
Pattern: [230, 287] count: 12
Pattern: [233, 6717] count: 12
Pattern: [238, 265] count: 12
Pattern: [238, 784] count: 12
Pattern: [243, 480] count: 12
Pattern: [249, 724] count: 12
Pattern: [250, 260] count: 12
Pattern: [250, 695] count: 12
Pattern: [250, 741] count: 12
Pattern: [252, 262] count: 12
Pattern: [256, 593] count: 12
Pattern: [259, 2200] count: 12
Pattern: [265, 4106] count: 12
Pattern: [265, 767] count: 12
Pattern: [270, 1436] count: 12
Pattern: [272, 1004] count: 12
Pattern: [275, 1842] count: 12
Pattern: [276, 2237] count: 12
Pattern: [280, 1868] count: 12
Pattern: [302, 813] count: 12
Pattern: [311, 1199] count: 12
Pattern: [325, 2244] count: 12
Pattern: [335, 917] count: 12
Pattern: [339, 3552] count: 12
Pattern: [343, 4884] count: 12
Pattern: [352, 512] count: 12
Pattern: [352, 5357] count: 12
Pattern: [353, 977] count: 12
Pattern: [375, 416] count: 12
Pattern: [375, 12947] count: 12
Pattern: [375, 3712] count: 12
Pattern: [390, 5153] count: 12
Pattern: [397, 1002] count: 12
Pattern: [397, 2271] count: 12
Pattern: [397, 3271] count: 12
Pattern: [399, 489] count: 12
Pattern: [399, 773] count: 12
Pattern: [399, 832] count: 12
Pattern: [400, 2875] count: 12
Pattern: [402, 2917] count: 12
Pattern: [407, 2721] count: 12
Pattern: [408, 4631] count: 12
Pattern: [409, 2092] count: 12
Pattern: [409, 2764] count: 12
Pattern: [413, 2168] count: 12
Pattern: [413, 3511] count: 12
Pattern: [414, 480] count: 12
Pattern: [414, 2081] count: 12
Pattern: [415, 2061] count: 12
Pattern: [421, 1114] count: 12
Pattern: [421, 2209] count: 12
Pattern: [425, 2400] count: 12
Pattern: [439, 605] count: 12
Pattern: [439, 977] count: 12
Pattern: [442, 14099] count: 12
Pattern: [447, 2416] count: 12
Pattern: [448, 6509] count: 12
Pattern: [450, 1001] count: 12
Pattern: [452, 5619] count: 12
Pattern: [476, 676] count: 12
Pattern: [476, 678] count: 12
Pattern: [476, 1005] count: 12
Pattern: [480, 678] count: 12
Pattern: [489, 12930] count: 12
Pattern: [489, 650] count: 12
Pattern: [491, 2055] count: 12
Pattern: [502, 534] count: 12
Pattern: [502, 1589] count: 12
Pattern: [524, 1592] count: 12
Pattern: [534, 767] count: 12
Pattern: [534, 904] count: 12
Pattern: [534, 1044] count: 12
Pattern: [537, 4720] count: 12
Pattern: [549, 12926] count: 12
Pattern: [549, 682] count: 12
Pattern: [555, 5466] count: 12
Pattern: [582, 784] count: 12
Pattern: [590, 825] count: 12
Pattern: [593, 917] count: 12
Pattern: [597, 4208] count: 12
Pattern: [620, 4827] count: 12
Pattern: [621, 3530] count: 12
Pattern: [651, 3100] count: 12
Pattern: [665, 741] count: 12
Pattern: [672, 1784] count: 12
Pattern: [678, 1328] count: 12
Pattern: [688, 1869] count: 12
Pattern: [696, 769] count: 12
Pattern: [704, 14099] count: 12
Pattern: [705, 879] count: 12
Pattern: [732, 2871] count: 12
Pattern: [738, 1296] count: 12
Pattern: [743, 744] count: 12
Pattern: [765, 2167] count: 12
Pattern: [773, 12694] count: 12
Pattern: [786, 2407] count: 12
Pattern: [790, 1987] count: 12
Pattern: [790, 2465] count: 12
Pattern: [822, 2589] count: 12
Pattern: [832, 5128] count: 12
Pattern: [843, 2407] count: 12
Pattern: [843, 2750] count: 12
Pattern: [852, 10516] count: 12
Pattern: [856, 1939] count: 12
Pattern: [879, 8069] count: 12
Pattern: [891, 10445] count: 12
Pattern: [914, 4337] count: 12
Pattern: [937, 938] count: 12
Pattern: [955, 7589] count: 12
Pattern: [957, 2169] count: 12
Pattern: [960, 4802] count: 12
Pattern: [964, 4887] count: 12
Pattern: [1001, 3760] count: 12
Pattern: [1003, 1808] count: 12
Pattern: [1021, 1159] count: 12
Pattern: [1024, 1604] count: 12
Pattern: [1054, 5652] count: 12
Pattern: [1056, 5212] count: 12
Pattern: [1074, 2070] count: 12
Pattern: [1086, 1397] count: 12
Pattern: [1097, 10556] count: 12
Pattern: [1104, 1911] count: 12
Pattern: [1108, 4021] count: 12
Pattern: [1133, 3993] count: 12
Pattern: [1153, 7541] count: 12
Pattern: [1215, 4144] count: 12
Pattern: [1219, 4452] count: 12
Pattern: [1276, 12947] count: 12
Pattern: [1291, 2243] count: 12
Pattern: [1295, 1456] count: 12
Pattern: [1334, 2600] count: 12
Pattern: [1345, 1715] count: 12
Pattern: [1346, 2524] count: 12
Pattern: [1355, 1356] count: 12
Pattern: [1356, 2407] count: 12
Pattern: [1361, 1815] count: 12
Pattern: [1361, 1891] count: 12
Pattern: [1386, 7989] count: 12
Pattern: [1425, 8032] count: 12
Pattern: [1435, 2118] count: 12
Pattern: [1445, 1678] count: 12
Pattern: [1490, 3318] count: 12
Pattern: [1519, 1520] count: 12
Pattern: [1565, 10572] count: 12
Pattern: [1565, 4643] count: 12
Pattern: [1595, 1596] count: 12
Pattern: [1603, 2055] count: 12
Pattern: [1605, 3794] count: 12
Pattern: [1615, 3850] count: 12
Pattern: [1671, 2506] count: 12
Pattern: [1694, 13042] count: 12
Pattern: [1694, 9556] count: 12
Pattern: [1782, 4754] count: 12
Pattern: [1784, 4446] count: 12
Pattern: [1784, 8986] count: 12
Pattern: [1791, 3992] count: 12
Pattern: [1796, 2136] count: 12
Pattern: [1805, 3763] count: 12
Pattern: [1843, 2040] count: 12
Pattern: [1898, 5092] count: 12
Pattern: [1916, 2876] count: 12
Pattern: [1923, 6509] count: 12
Pattern: [1965, 3308] count: 12
Pattern: [1987, 2066] count: 12
Pattern: [1988, 3965] count: 12
Pattern: [2034, 2169] count: 12
Pattern: [2049, 2339] count: 12
Pattern: [2066, 2819] count: 12
Pattern: [2136, 3295] count: 12
Pattern: [2192, 3503] count: 12
Pattern: [2200, 5359] count: 12
Pattern: [2234, 3190] count: 12
Pattern: [2242, 4549] count: 12
Pattern: [2285, 4740] count: 12
Pattern: [2330, 5316] count: 12
Pattern: [2344, 2837] count: 12
Pattern: [2426, 10652] count: 12
Pattern: [2515, 3500] count: 12
Pattern: [2593, 3455] count: 12
Pattern: [2693, 4633] count: 12
Pattern: [2707, 3406] count: 12
Pattern: [2743, 3314] count: 12
Pattern: [2772, 2793] count: 12
Pattern: [2814, 2815] count: 12
Pattern: [2853, 2855] count: 12
Pattern: [2978, 6717] count: 12
Pattern: [3022, 4745] count: 12
Pattern: [3128, 3608] count: 12
Pattern: [3209, 3468] count: 12
Pattern: [3257, 3259] count: 12
Pattern: [3315, 3677] count: 12
Pattern: [3395, 5308] count: 12
Pattern: [3424, 3425] count: 12
Pattern: [3473, 10557] count: 12
Pattern: [3539, 3540] count: 12
Pattern: [3581, 4346] count: 12
Pattern: [3773, 4094] count: 12
Pattern: [4010, 5713] count: 12
Pattern: [4058, 4982] count: 12
Pattern: [4253, 7704] count: 12
Pattern: [4281, 12983] count: 12
Pattern: [5126, 14550] count: 12
Pattern: [5149, 5150] count: 12
Pattern: [5673, 5674] count: 12
Pattern: [5721, 7976] count: 12
Pattern: [8743, 9697] count: 12
Pattern: [9618, 10968] count: 12
